,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,Numero_de_Assentos,Nome_do_Fabricante,Coordenadas
11231,AEROCLUBE DE UBERLANDIA,Incidente,23/04/2022,UBERLÂNDIA,MG,Sudeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do aeródromo Ten Cel Av César Bombonato (SBUL), Uberlândia, MG, por volta das 15h25min (UTC), para um voo local de instrução, com 01 instrutor e 01 aluno a bordo. Durante o pouso houve a perda de controle da aeronave, ocorrendo o toque da ponta da asa direita na pista e danos na roda do trem de pouso direito.",PPFHP,PRI,AEROCLUBE DE UBERLANDIA,LOC-G,Pouso,Voo de Instrução,Leve,,,,,,,,,,2.0,,,,,AB-115,2.0,AERO BOERO,"-18,8836 -48,2253"
11232,GOL,Incidente,25/05/2022,CONFINS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Congonhas (SBSP), São Paulo, SP , com destino ao aeródromo Pinto Martins (SBFZ), Fortaleza, CE, com 06 (seis) tripulantes e 120 (cento e vinte) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de subida, a aeronave apresentou indicação de falha no sistema do ar-condicionado e pressurização. Após a execução dos procedimentos previstos em manual, a tripulação decidiu alternar para o aeródromo Tancredo Neves (SBCF), Confins, MG, onde pousou sem maiores intercorrências.",PRGXU,TPR,GOL LINHAS AEREAS S.A,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,6.0,120.0,,,,737-8EH,196.0,BOEING COMPANY,"-19,6244 -43,9719"
11233,AZUL,Incidente,02/07/2022,MANAUS,AM,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Viracopos (SBKP), Campinas, SP, com destino ao aeródromo Eduardo Gomes (SBEG), Manaus, AM, com 06 (seis) tripulantes e 140 (cento e quarenta) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de aproximação, a aeronave apresentou a mensagem de controle dos flaps bloqueados. Após a execução dos procedimentos previstos em manual, a aeronave pousou sem maiores intercorrências.",PRYRX,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Aproximação,Voo Regular,Nenhum,,,,,,,,,,6.0,140.0,,,,A320-251N,182.0,AIRBUS S.A.S.,"-3,03889 -60,0461"
11234,AZUL,Incidente,01/06/2022,RIO DE JANEIRO,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Hercílio Luz (SBFL), Florianópolis, SC, com destino ao Aeródromo Santos Dumont (SBRJ), Rio de Janeiro, RJ, com 06 (seis) tripulantes e 136 (cento e trinta e seis) passageiros a bordo, a fim de realizar transporte aéreo publico regular. Durante a fase de voo de cruzeiro, a aeronave apresentou a mensagem de falha no sistema do leme. Após a execução de procedimentos previstos em manual, a tripulação decidiu alternar para o Aeródromo Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, onde pousou sem maiores intercorrências.",PRYSI,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,6.0,136.0,,,,A320-251N,183.0,AIRBUS S.A.S.,"-22,81 -43,2506"
11235,MARISTELA LAGEMANN FEDRIZZI,Incidente Grave,06/07/2022,LUCAS DO RIO VERDE,MT,Centro-Oeste,OUTROS,"A aeronave PP-MDK decolou, próximo ao por do sol, de uma lagoa na cidade de Nova Mutum, MT, com destino à propriedade do proprietário, piloto e único a bordo, em Sorriso, MT. Quando próximo ao pedágio da BR-163, percebeu que estava praticamente sem combustível para seguir ao destino e com pouca luminosidade, tendo decidido por pousar em uma estrada vicinal ainda de dia.",PPMDK,TPP,MARISTELA LAGEMANN FEDRIZZI,OTHR,Cruzeiro,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,SEAMAX M-22,2.0,SEAMAX AIRCRAFT LTDA,"-13,2639 -56,0246"
11256,"ENGEMAP ENGENHARIA, MAPEAMENTO E AEROLEVANTAMENTO LTDA",Incidente,01/05/2022,GUARULHOS,SP,Sudeste,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","A aeronave decolou do Aeroporto de Guarulhos-Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto de Brasília-Presidente Juscelino Kubitschek (SBBR), Brasília, DF, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e setenta e quatro passageiros a bordo. Durante a subida, a aeronave apresentou mensagem de Resolution Advisory devido a outro tráfego voando no perfil da subida.",PTRQA,S07,"ENGEMAP ENGENHARIA, MAPEAMENTO E AEROLEVANTAMENTO LTDA",ATM/CNS,Cruzeiro,Operação Especializada,Nenhum,,,,,,,,,,1.0,1.0,,,,EMB-810C,4.0,EMBRAER,"-23,4428 -46,4735"
11257,TAM,Incidente,01/05/2022,GUARULHOS,SP,Sudeste,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","A aeronave decolou do Aeroporto de Guarulhos-Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto de Brasília-Presidente Juscelino Kubitschek (SBBR), Brasília, DF, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e setenta e quatro passageiros a bordo. Durante a subida, a aeronave apresentou mensagem de Resolution Advisory devido a outro tráfego voando no perfil da subida.",PRTYV,TPR,TAM LINHAS AEREAS S.A,ATM/CNS,Subida,Voo Regular,Nenhum,,,,,,,,,,6.0,174.0,,,,A320-214,172.0,AIRBUS S.A.S.,"-23,4428 -46,4735"
11258,AZUL,Incidente,06/05/2022,RECIFE,PE,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto dos Guararapes - Gilberto Freyre (SBRF), Recife, PE, com destino ao Aeroporto Fernando de Noronha (SBFN), Fernando de Noronha, PE, a fim de realizar transporte aéreo público regular, com cinco tripulantes e oitenta e oito passageiros a bordo. Após a decolagem, a aeronave apresentou mensagem de falha no trem de pouso do nariz. Após efetuados os procedimentos previstos no QRH, o voo retornou para o aeródromo de origem.",PRAXP,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,5.0,88.0,,,,ERJ 190-200 LR,125.0,EMBRAER,"-8,12639 -34,9228"
11259,TAM,Incidente,07/05/2022,GUARULHOS,SP,Sudeste,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","A aeronave decolou do Aeroporto de Belém-Val de Cans - Júlio Cezar Ribeiro (SBBE), Belém, PA, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo público regular, com sete tripulantes e cento e setenta e dois passageiros a bordo. Durante a aproximação final a separação regulamentar com o tráfego à frente ficou reduzida devido às performances das aeronaves. A aeronave realizou o pouso e prosseguiu seu táxi sem maiores problemas.",PTXPO,TPR,TAM LINHAS AEREAS S.A,ATM/CNS,Pouso,Voo Regular,Nenhum,,,,,,,,,,7.0,172.0,,,,A321-211,235.0,AIRBUS S.A.S.,"-23,4356 -46,4731"
11260,TAM,Incidente,07/05/2022,GUARULHOS,SP,Sudeste,INCURSÃO EM PISTA,"A aeronave decolou do Aeroporto de Belém-Val de Cans - Júlio Cezar Ribeiro (SBBE), Belém, PA, com destino ao Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo público regular, com sete tripulantes e cento e setenta e dois passageiros a bordo. Durante a aproximação final a separação regulamentar com o tráfego à frente ficou reduzida devido às performances das aeronaves. A aeronave realizou o pouso e prosseguiu seu táxi sem maiores problemas.",PTXPO,TPR,TAM LINHAS AEREAS S.A,RI,Pouso,Voo Regular,Nenhum,,,,,,,,,,7.0,172.0,,,,A321-211,235.0,AIRBUS S.A.S.,"-23,4356 -46,4731"
11261,GOV.DO EST.DA BAHIA CASA MILITAR,Acidente,27/07/2022,CONDEÚBA,BA,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto Internacional Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, por volta das 12h20min (UTC), com destino ao Aeródromo Sebastião José Pereira (SIPO), Condeúba, BA, a fim de realizar voo de reconhecimento da pista do referido Aeródromo, com dois pilotos a bordo. Durante a corrida de pouso, houve falha no sistema de freios. O piloto perdeu o controle da aeronave, vindo a ultrapassar os limites da pista pela lateral esquerda.",PPEIN,ADE,GOV.DO EST.DA BAHIA CASA MILITAR,SCF-NP,Corrida após pouso,Voo não regular,Substancial,,,,,,,,,,2.0,,,,,EMB-810D,6.0,NEIVA,"-14,9242 -41,9567"
11262,GOV.DO EST.DA BAHIA CASA MILITAR,Acidente,27/07/2022,CONDEÚBA,BA,Nordeste,EXCURSÃO DE PISTA,"A aeronave decolou do Aeroporto Internacional Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, por volta das 12h20min (UTC), com destino ao Aeródromo Sebastião José Pereira (SIPO), Condeúba, BA, a fim de realizar voo de reconhecimento da pista do referido Aeródromo, com dois pilotos a bordo. Durante a corrida de pouso, houve falha no sistema de freios. O piloto perdeu o controle da aeronave, vindo a ultrapassar os limites da pista pela lateral esquerda.",PPEIN,ADE,GOV.DO EST.DA BAHIA CASA MILITAR,RE,Corrida após pouso,Voo não regular,Substancial,,,,,,,,,,2.0,,,,,EMB-810D,6.0,NEIVA,"-14,9242 -41,9567"
11264,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Incidente,29/07/2022,CAMPINAS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Santos Dumont (SBRJ), Rio de Janeiro, RJ, com destino ao Aeródromo de Congonhas (SBSP), São Paulo, SP, com 5 (cinco) tripulantes e 25 (vinte e cinco) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante aproximação para pouso, a aeronave apresentou baixa pressão do sistema hidráulico. A tripulação alternou para o Aeródromo de Viracopos (SBKP), Campinas, SP, realizou os procedimentos previstos e pousou sem maiores intercorrências.",PRAYI,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Procedimento de Aproximação,Voo Regular,Nenhum,,,,,,,,,,5.0,25.0,,,,ERJ 190-200 LR,125.0,EMBRAER,"-23,0069 -47,1344"
11291,G2 AEROAGRÍCOLA LTDA,Acidente,24/03/2022,IPIRANGA DO NORTE,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,"A aeronave decolou de uma área de pouso para uso aeroagrícola (APUA), localizada na Fazenda Rolândia, no município de Ipiranga do Norte, MT, por volta das 19h00min (UTC), a fim de realizar voo de aplicação de defensivos agrícolas na Fazenda Olinda, do mesmo município, com um piloto a bordo. Durante a aplicação do produto, o piloto identificou um fio monofásico, desviando por baixo, vindo a tocar na plantação e, na sequencia, colidir contra um poste de uma segunda linha de baixa tensão.",PTGUD,S11,G2 AEROAGRÍCOLA LTDA,LALT,Manobra,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-201A,1.0,NEIVA,"-12,2042 -56,2378"
11292,AZUL,Incidente,01/04/2022,CONFINS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto de Confins-Tancredo Neves (SBCF), Belo Horizonte, MG, com destino ao Aeroporto da Usiminas (SBIP), Ipatinga, MG, com 04 (quatro) tripulantes e 39 (trinta e nove) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de subida, a aeronave apresentou falha no sistema de refrigeração de cabine. Após a realização de procedimentos previstos em manual, o voo retornou ao Aeródromo de origem.",PRAKF,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,4.0,39.0,,,,ATR-72-212A,75.0,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,"-19,6244 -43,9719"
11320,AEROCLUBE DE BAURU,Incidente,27/07/2022,BAURU,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave PP-KAJ estava sendo rebocada pelo PP-GCJ para decolagem no aeródromo de Bauru (SBBU), Bauru, SP, a fim de realizar um voo local. Pouco antes da rotação do planador, houve o recolhimento inadvertido de seu trem de pouso. O planador efetuou o desligamento do cabo de reboque e abortou a decolagem ainda sobre a pista.",PRKAJ,PRI,AEROCLUBE DE BAURU,SCF-NP,Decolagem,Voo Privado,Leve,,,,,,,,,,1.0,1.0,,,,TWIN ASTIR,2.0,GROB,"-22,3436 -49,0538"
11321,AEROCLUBE DE BAURU,Incidente,27/07/2022,BAURU,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave PP-KAJ estava sendo rebocada pelo PP-GCJ para decolagem no aeródromo de Bauru (SBBU), Bauru, SP, a fim de realizar um voo local. Pouco antes da rotação do planador, houve o recolhimento inadvertido de seu trem de pouso. O planador efetuou o desligamento do cabo de reboque e abortou a decolagem ainda sobre a pista.",PPGCJ,PRI,AEROCLUBE DE BAURU,SCF-NP,Decolagem,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,AB-180,2.0,AERO BOERO,"-22,3436 -49,0538"
11326,VILSON DE OLIVEIRA LOGRADO,Ocorrência Anormal,21/10/2022,IMPERATRIZ,MA,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave iria decolar do Aeródromo Prefeito Renato Moreira (SBIZ), Imperatriz, MA, com destino ao Aeródromo de Balsas (SNBS), Balsas, MA, por volta das 15h03min (UTC), a fim de realizar voo particular, com um piloto e um passageiro a bordo. A mesma ingressou na PPD em direção a cabeceira 07 e na sequência, regressou para o pátio em virtude da soltura da porca e arruela que fixam a roda esquerda ao trem de pouso principal.",PRZJT,PET,VILSON DE OLIVEIRA LOGRADO,SCF-NP,Táxi,Voo Privado,Nenhum,,,,,,,,,,1.0,1.0,,,,RV-10,5.0,BRUNO DE OLIVEIRA SOUZA SANTOS,"-5,315 -47,273"
11330,ELETROCAL INDÚSTRIA E COMÉRCIO DE MATERIAIS ELÉTRICOS LTDA,Incidente,13/12/2022,CURITIBA,PR,Sul,EXCURSÃO DE PISTA,"A aeronave decolou do aeródromo de Congonhas (SBSP), no município de São Paulo, SP, com destino ao aeródromo de Bacacheri (SBBI), no município de Curitiba, PR, por volta das 17h55min (UTC), a fim de realizar voo privado, com dois pilotos e dois passageiros a bordo. Durante o pouso, a aeronave derivou para a direita, colidindo o trem de pouso direito contra uma luz de balizamento. Durante a corrida de pouso, a aeronave permaneceu na área asfaltada da pista.",PPMXM,TPP,ELETROCAL INDÚSTRIA E COMÉRCIO DE MATERIAIS ELÉTRICOS LTDA,RE,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,2.0,2.0,,,,FALCON 2000EX,13.0,DASSAULT AVIATION,"-25,2421 -49,1352"
11342,CLASSIC ESCOLA DE AVIAÇÃO CIVIL LTDA,Acidente,16/02/2022,BRAGANÇA PAULISTA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do aeródromo Fazenda Vale Eldorado - Dr. José de Aguiar Leme (SDVH), Bragança Paulista, SP, para voo local de instrução, com um instrutor e um aluno a bordo. Durante o pouso, houve a perda de controle da aeronave. que pilonou sobre a pista.",PPRQY,PRI,CLASSIC ESCOLA DE AVIAÇÃO CIVIL LTDA,LOC-G,Corrida após pouso,Voo de Instrução,Substancial,,,,,,,,,,2.0,,,,,CAP-4,2.0,CIA AERONAUTICA PAULISTA,"-23,01 -46,64"
11343,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Incidente,05/08/2022,BELÉM,PA,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Viracopos (SBKP), Campinas, SP com destino ao aeródromo Val de Canz (SBBE), Belém, PA, com 02 (dois) tripulantes a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de descida, a aeronave apresentou mensagem de fogo no compartimento traseiro. Após a execução de procedimentos previstos em manual, a aeronave pousou no aeródromo de destino, sem maiores intercorrências.",PRAYJ,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Descida,Voo Regular,Nenhum,,,,,,,,,,2.0,,,,,ERJ 190-200 LR,125.0,EMBRAER,"-1,43778 -48,1356"
11344,VAZ DE MELO ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA,Incidente Grave,12/08/2022,GOIÂNIA,GO,Centro-Oeste,OUTROS,"A aeronave estava autorizada a pousar na RWY 32 no aeroporto de Goiânia (SBGO), por volta das 17h00min (UTC), apenas com o piloto a bordo, porém pousou na TWY J, paralelo à pista 32. No momento do pouso, a aeronave que antecedeu o PS-JVA, o GLO1958, estava em taxi no final da TWY J, dirigindo-se para o Pátio 2. A aeronave parou cerca de mais de 1.000m de distancia do GLO, não houve maiores contratempos.",PSJVA,TPP,VAZ DE MELO ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA,OTHR,Pouso,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,58,6.0,BEECH AIRCRAFT,"-16,6325 -49,2211"
11345,JIVAGO HOLDING LTDA,Incidente Grave,12/08/2022,GOIÂNIA,GO,Centro-Oeste,OUTROS,"A aeronave estava autorizada a pousar na RWY 32 no aeroporto de Goiânia (SBGO), por volta das 17h00min (UTC), apenas com o piloto a bordo, porém pousou na TWY J, paralelo à pista 32. No momento do pouso, a aeronave que antecedeu o PS-JVA, o GLO1958, estava em taxi no final da TWY J, dirigindo-se para o Pátio 2. A aeronave parou cerca de mais de 1.000m de distancia do GLO, não houve maiores contratempos.",PSJVA,TPP,JIVAGO HOLDING LTDA,OTHR,Pouso,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,58,6.0,BEECH AIRCRAFT,"-16,6325 -49,2211"
11346,BRASIL VIDA TAXI AEREO LTDA - EPP,Acidente,07/08/2022,GOIÂNIA,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do Aeródromo Nacional de Aviação (SBNV), Goiânia, GO, com destino ao Aeródromo Santa Genoveva (SBGO), Goiânia, GO, por volta das 14h10min (UTC), a fim de realizar um voo de manutenção para teste de pressurização, com dois pilotos e um passageiro a bordo. Após atingir o FL340 e perceber que a pressurização não estava adequada, coordenaram para que o pouso ocorresse em SBNV para dar seguimento à manutenção do avião. O pouso ocorreu na cabeceira 32 e, na corrida após o pouso, houve perda de controle da aeronave culminando em uma saída de pista pela lateral direita, vindo a parar próxima à cerca patrimonial do aeródromo, após colidir contra um muro.",PROMX,TPX,BRASIL VIDA TAXI AEREO LTDA,LOC-G,Corrida após pouso,Táxi Aéreo,Substancial,,,,,,,,,,2.0,1.0,,,,1124,11.0,ISRAEL AIRCRAFT,"-16,6232 -49,352"
11347,BRASIL VIDA TAXI AEREO LTDA - EPP,Acidente,07/08/2022,GOIÂNIA,GO,Centro-Oeste,EXCURSÃO DE PISTA,"A aeronave decolou do Aeródromo Nacional de Aviação (SBNV), Goiânia, GO, com destino ao Aeródromo Santa Genoveva (SBGO), Goiânia, GO, por volta das 14h10min (UTC), a fim de realizar um voo de manutenção para teste de pressurização, com dois pilotos e um passageiro a bordo. Após atingir o FL340 e perceber que a pressurização não estava adequada, coordenaram para que o pouso ocorresse em SBNV para dar seguimento à manutenção do avião. O pouso ocorreu na cabeceira 32 e, na corrida após o pouso, houve perda de controle da aeronave culminando em uma saída de pista pela lateral direita, vindo a parar próxima à cerca patrimonial do aeródromo, após colidir contra um muro.",PROMX,TPX,BRASIL VIDA TAXI AEREO LTDA,RE,Corrida após pouso,Táxi Aéreo,Substancial,,,,,,,,,,2.0,1.0,,,,1124,11.0,ISRAEL AIRCRAFT,"-16,6232 -49,352"
11348,PIONEIRA COM.E REP.DE PROD.AGROP.LTDA-ME,Incidente Grave,13/08/2022,SALVADOR,BA,Nordeste,EXCURSÃO DE PISTA,"A aeronave decolou do Aeródromo ABA (SNDH), Barreiras, BA, às 12h55min (UTC), com destino ao Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, a fim de realizar um voo privado, com um tripulante e sete passageiros a bordo. No destino, na corrida de pouso, ocorreu a perda de controle da aeronave, que veio a sair pela lateral direita.",PRFBU,TPP,PIONEIRA COM.E REP.DE PROD.AGROP.LTDA-ME,RE,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,1.0,7.0,,,,EMB-500,8.0,EMBRAER,"-12,9105 -38,3272"
11349,PIONEIRA COM.E REP.DE PROD.AGROP.LTDA-ME,Incidente Grave,13/08/2022,SALVADOR,BA,Nordeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do Aeródromo ABA (SNDH), Barreiras, BA, às 12h55min (UTC), com destino ao Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, a fim de realizar um voo privado, com um tripulante e sete passageiros a bordo. No destino, na corrida de pouso, ocorreu a perda de controle da aeronave, que veio a sair pela lateral direita.",PRFBU,TPP,PIONEIRA COM.E REP.DE PROD.AGROP.LTDA-ME,LOC-G,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,1.0,7.0,,,,EMB-500,8.0,EMBRAER,"-12,9105 -38,3272"
11354,AERO AGRICOLA ITAQUIENSE LTDA,Acidente,29/01/2022,MAÇAMBARÁ,RS,Sul,PERDA DE CONTROLE EM VOO,"A aeronave decolou da APUA Auxiliar (ZZZZ), município de Itaqui, RS, por volta das 06h25min (UTC), com destino a APUA Ayub (ZZZZ), município de Maçambará, RS, para um voo de aplicação de defensivos aeroagrícola, com um piloto a bordo. Por volta das 06h50min (UTC), durante os procedimentos para pouso, a aeronave colidiu contra um cabo de energia de uma rede elétrica. Houve a perda do controle da aeronave e colisão contra o solo.",PTUIA,S05,AERO AGRICOLA ITAQUIENSE LTDA,LOC-I,Pouso,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202,1.0,NEIVA,"-29,0553 -55,7161"
11355,AERO AGRICOLA ITAQUIENSE LTDA,Acidente,29/01/2022,MAÇAMBARÁ,RS,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,"A aeronave decolou da APUA Auxiliar (ZZZZ), município de Itaqui, RS, por volta das 06h25min (UTC), com destino a APUA Ayub (ZZZZ), município de Maçambará, RS, para um voo de aplicação de defensivos aeroagrícola, com um piloto a bordo. Por volta das 06h50min (UTC), durante os procedimentos para pouso, a aeronave colidiu contra um cabo de energia de uma rede elétrica. Houve a perda do controle da aeronave e colisão contra o solo.",PTUIA,S05,AERO AGRICOLA ITAQUIENSE LTDA,CTOL,Pouso,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202,1.0,NEIVA,"-29,0553 -55,7161"
11356,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Ocorrência Anormal,29/04/2022,CURITIBA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo de Viracopos (SBKP), Campinas, SP, com destino ao Aeródromo Lauro Kurtz (SBPF), Passo Fundo, RS, com 04 (quatro) tripulantes e 63 (sessenta e três) passageiros a bordo. Durante a fase de cruzeiro, a tripulação sentiu cheiro de queimado. Após a execução de procedimentos previstos em manual, a aeronave alternou para o Aeródromo Afonso Pena (SBCT), Curitiba, PR, onde pousou sem maiores intercorrências.",PRAQS,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,4.0,63.0,,,,ATR-72-212A,75.0,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,"-25,5317 -49,1761"
11357,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Incidente,24/06/2022,CONFINS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Tancredo Neves (SBCF), Confins, MG, com destino ao aeródromo Governador André Franco Montoro (SBGR), Guarulhos, SP, com 05 (cinco) tripulantes e 107 (cento e sete) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de subida, a aeronave apresentou alarme de falha da Bleed 2. Após a execução de procedimentos previstos em manual, a tripulação decidiu retornar ao aeródromo de origem, onde pousou sem maiores intercorrências.",PRAUF,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,5.0,107.0,,,,ERJ 190-200 LR,126.0,EMBRAER,"-19,6244 -43,9719"
11358,MAIS SAUDE EIRELI,Incidente Grave,02/08/2022,MONTES CLAROS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo ABA (SNDH), Barreiras, BA, com destino ao Aeródromo Mário Ribeiro (SBMK), Montes Claros, MG, a fim de realizar um voo de translado, com dois tripulantes a bordo. Durante a corrida pós pouso ocorreu o recolhimento do trem do nariz da aeronave.",PTRGZ,TPP,MAIS SAUDE EIRELI,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,2.0,,,,,EMB-810C,6.0,EMBRAER,"-16,7061 -43,8219"
11359,RYNALDO LABUTO GONDIM,Incidente Grave,04/08/2022,LONDRINA,PR,Sul,EXCURSÃO DE PISTA,"A aeronave decolou do aeródromo de Paranaguá (SSPG), Paranaguá, PR, com destino ao aeródromo Governador José Richa (SBLO), Londrina, PR, aproximadamente, às 19h25min (UTC), a fim de realizar voo privado, com dois tripulantes e três passageiros a bordo. Durante o pouso, a aeronave colidiu a ponta de asa direita e a hélice direita contra a pista, causando uma excursão pela lateral direita e seu retornou a pista na sequência.",PTVOF,TPP,RYNALDO LABUTO GONDIM,RE,Pouso,Voo Privado,Leve,,,,,,,,,,2.0,3.0,,,,EMB-810D,6.0,EMBRAER,"-23,3303 -51,1367"
11360,RYNALDO LABUTO GONDIM,Incidente Grave,04/08/2022,LONDRINA,PR,Sul,CONTATO ANORMAL COM A PISTA,"A aeronave decolou do aeródromo de Paranaguá (SSPG), Paranaguá, PR, com destino ao aeródromo Governador José Richa (SBLO), Londrina, PR, aproximadamente, às 19h25min (UTC), a fim de realizar voo privado, com dois tripulantes e três passageiros a bordo. Durante o pouso, a aeronave colidiu a ponta de asa direita e a hélice direita contra a pista, causando uma excursão pela lateral direita e seu retornou a pista na sequência.",PTVOF,TPP,RYNALDO LABUTO GONDIM,ARC,Pouso,Voo Privado,Leve,,,,,,,,,,2.0,3.0,,,,EMB-810D,6.0,EMBRAER,"-23,3303 -51,1367"
